mass eccentricity existence
0.11900595251940549 0.004403822752869086 0.0
0.1936879978411502 0.008665394575118064 1.0
0.11689307534222525 0.09539566366446531 0.0
0.3724307215245074 0.028533755781886404 0.0
0.8069190271756675 0.08390412736320886 0.0
0.2052302230936517 0.08911480186331983 0.0
0.30351040324312784 0.06237066104333888 0.0
0.3692503371815997 0.028556007240957717 0.0
0.7840416000699011 0.09849475891229208 0.0
0.016655481835720964 0.07706752478624847 1.0
0.9139421912292877 0.06468444080243906 0.0
0.25539814983546183 0.02410390084109223 0.0
0.02790795125929491 0.03220564944400235 1.0
0.5091402022208953 0.049868130425679155 0.0
0.8032509023489727 0.047606504537310745 0.0
0.4789950960467556 0.01481819716183911 1.0
0.3462132973669153 0.04639019155919774 0.0
0.6711135951556283 0.06027280421620227 0.0
0.24113556449291507 0.07841388272324584 0.0
0.8369150272547485 0.026946751176810606 0.0
0.15078214262415268 0.055958048156747646 0.0
0.9180854845462156 0.045119920061564074 0.0
0.9553450190437537 0.06388635841010491 0.0
0.4624026472462855 0.06336835325847066 0.0
0.07660225384540265 0.04624371369163051 0.0
0.2959315587386083 0.024403671806088597 1.0
0.5843829202389202 0.020720057115740122 0.0
0.039685569991587566 0.07984743709827216 0.0
0.7766670525609383 0.09809751104637282 0.0
0.9284194162680225 0.07855707315653684 0.0
0.32662791605899244 0.08933895210413978 0.0
0.48531551416576374 0.061769432002826925 0.0
0.5343720576092078 0.024909768437335666 0.0
0.25886159650326146 0.04985448836877455 0.0
0.9137922322211738 0.04538986517672195 0.0
0.6212764695652856 0.07570242892467753 0.0
0.4140379625396479 0.08831022799717729 0.0
0.4470867660992319 0.028432019158174306 0.0
0.5061120985068702 0.031101171035699073 0.0
0.2855045588593035 0.03615421285397473 1.0
0.5087730814886393 0.022395988934504518 0.0
0.6920121790864702 0.003630110664698233 0.0
0.7237664776597161 0.05321772362791501 0.0
0.7990449804500817 0.08212230313086824 0.0
0.3095229672644394 0.031059380624046683 0.0
0.7241799308262357 0.09153121894165128 0.0
0.015051061115506581 0.06094985407102084 0.0
0.7106500875800261 0.0826904111947732 0.0
0.8316972942842282 0.05699147932825935 0.0
0.4683617508691823 0.027582023486432683 0.0
0.357258305144423 0.012418110597083129 0.0
0.7519605760550011 0.09396344415155845 0.0
0.9767028487949398 0.0723704847089835 0.0
0.5833641855429664 0.07441097144880306 0.0
0.9334568919639279 0.048520340493675186 1.0
0.385988027263501 0.07472935249000953 0.0
0.622812214486305 0.043229567472532184 0.0
0.7830571898052255 0.014205351827084538 0.0
0.6218331190375056 0.06155201327040564 0.0
0.020110304003479462 0.06757920443306382 0.0
0.2751021359115582 0.03395151292426828 0.0
0.2883133366418088 0.09698119042169141 0.0
0.4864073794243564 0.028406857309969325 0.0
0.6630556065024854 0.06914616633506901 0.0
0.64642880459964 0.005352120428947154 0.0
0.13390762106672627 0.008768746215014403 0.0
0.028217889214443456 0.049349660465421955 0.0
0.10839126138653843 0.07745579651287335 0.0
0.15784045556070714 0.04995768261653146 0.0
0.9061173344120212 0.06252408813891311 0.0
0.25421096040789337 0.00611349230384469 1.0
0.856570166224389 0.0755297410001658 0.0
0.4291717744545547 0.040671702501714695 0.0
0.6020075464287187 0.03144979680117656 0.0
0.901920922766523 0.02958402712392768 0.0
0.5151276083505354 0.06849075095636356 0.0
0.7186874822095718 0.05449802294062621 0.0
0.2380486057128172 0.050323761401258986 1.0
0.3707932131591787 0.06245275618335136 0.0
0.5303919250982347 0.0977620032617525 0.0
0.06205617004544128 0.09148532360905129 0.0
0.8187836727452987 0.088145206104099 0.0
0.8395628055684635 0.04496855808402475 0.0
0.03882057962729213 0.00234383471407769 0.0
0.1719562726119257 0.009354561264741117 0.0
0.6454308426825474 0.06917789839179507 0.0
0.42337035109074467 0.015382323091632096 1.0
0.6806435927419978 0.039700721071416076 0.0
0.7166828553153957 0.04507948782780849 0.0
0.8322545221585481 0.007930418607514715 0.0
0.751445999570903 0.09209871357139207 0.0
0.09159656427502583 0.028234971998453862 0.0
0.9497947496929434 0.08512684578549165 0.0
0.6871589462821882 0.09544767284874724 0.0
0.9251586992772692 0.05719355821250467 0.0
0.26267826006909023 0.06341564305174516 0.0
0.3377781504511337 0.08176454364936035 0.0
0.9839882039075708 0.08686458584061398 0.0
0.26134809948061655 0.08722396795881061 0.0
0.7334336378968361 0.009137048145550811 0.0
0.6260892441809041 0.004758281427336923 0.0
0.23083975625020992 0.03069590769626721 1.0
0.2511057624389299 0.05239433934383126 0.0
0.8038624482681063 0.03774041046317817 0.0
0.4245861629384395 0.00323129633508719 0.0
0.6968698484040324 0.028657913459450565 0.0
0.5293115137314338 0.04198111832073631 0.0
0.8045999303094881 0.03208553525173657 0.0
0.5148102803055851 0.07829380148582935 0.0
0.9705390145657112 0.034871746268662324 0.0
0.5929725192848879 0.07558916723474521 0.0
0.33506353510563547 0.061370579528614445 0.0
0.7820434656639955 0.04133798782601665 0.0
0.3078677252594959 0.005333360741185434 0.0
0.04072197464181304 0.04537826295345795 0.0
0.6529181539690959 0.0863981488704894 0.0
0.9739744441445398 0.08181120769847486 0.0
0.18527314789041605 0.045025531505646754 0.0
0.7155011532266804 0.09876769484984543 0.0
0.09082891820805272 0.06331116128951329 0.0
0.4574190022215077 0.01496563090418034 0.0
0.7223913603225254 0.07340849399559977 0.0
0.8557641001938986 0.03144994796666337 0.0
0.048155663155515005 0.056139376423903466 0.0
0.6734505986327688 0.036502080367883306 0.0
0.35381929355117125 0.09770014597478412 0.0
0.6687443787790525 0.032047319867808975 0.0
0.6463111645878704 0.01561846429810778 0.0
0.5036628157862924 0.09752253891103047 0.0
0.6230108091434844 0.0018607546860575032 0.0
0.6348621619916908 0.06988192650682827 0.0
0.661083221782083 0.028932174019053215 0.0
0.021270323074234487 0.017680271984524917 0.0
0.28280495615243173 0.0029006579448809084 0.0
0.9644575560299284 0.02951133025829482 0.0
0.9603895300064587 0.07942691589137148 0.0
0.5219479095045323 0.02430629688088999 0.0
0.2936793589911454 0.039249301138870395 0.0
0.7730920326533621 0.0054122113332003225 0.0
0.4620590934511505 0.021762664621098472 0.0
0.34067170442568584 0.09908897686256733 0.0
0.22115630462835748 0.04463610977029207 1.0
0.5864833069767063 0.08648905652051816 0.0
0.34844819281488304 0.08520279294424717 0.0
0.773557008700292 0.04622935699022006 0.0
0.051167386894870326 0.022228744279061817 0.0
0.026170056312430304 0.036544669854111124 1.0
0.8812612346399369 0.06492061099882615 0.0
0.46525225137335596 0.03994630533485192 0.0
0.03672470294797636 0.08312941225553343 0.0
0.18891823250290496 0.08072886444946249 0.0
0.44542042333689785 0.03846734903809625 0.0
0.36051705893744057 0.029115612513465845 1.0
0.06525866000338221 0.034458655862531384 0.0
0.5235978710609818 0.05020166325339764 0.0
0.2908061138186915 0.01242742794088335 1.0
0.6191672937873889 0.08211279368148616 0.0
0.5128370162802053 0.06387325219012464 0.0
0.5952893082755497 0.06293230286930068 0.0
0.9624131319252761 0.00032762031742458915 0.0
0.0941217929467032 0.039478183691513506 0.0
0.5539791648143143 0.09183368934770936 0.0
0.41451637682240455 0.013970663034619161 0.0
0.16980461234686806 0.037651788426993724 0.0
0.4585862353623563 0.061911596286252236 0.0
0.30972708863503784 0.0439820378613118 1.0
0.30196719541056694 0.030638842534389733 0.0
0.21296596437790694 0.02674962578254701 0.0
0.20747955555775396 0.07240149256808122 0.0
0.961823842900776 0.0645654790216315 0.0
0.374265352746196 0.01955607028220843 1.0
0.4741060154840945 0.08988666378728663 0.0
0.597970367304368 0.05078106211397436 0.0
0.044875142949668545 0.04027579936317819 1.0
0.026326977091710835 0.05881841606858064 0.0
0.37401940192233496 0.01773613120674793 0.0
0.7468181047194501 0.034347068113731456 0.0
0.0353244569437241 0.08124419730426488 0.0
0.18689453712800919 0.035168798880261594 1.0
0.9374346621149051 0.07376117458636938 0.0
0.7779286865020164 0.04791129681808372 0.0
0.7793908288885026 0.07730973897490168 0.0
0.7048700973294229 0.08308102266422054 0.0
0.7459255671194841 0.04376952852088522 0.0
0.4941960303877541 0.04863919975999106 0.0
0.368683691157659 0.07319483003100188 0.0
0.03808855626448737 0.09959646857589131 0.0
0.5758035393037085 0.0908008538353015 0.0
0.5084387275636536 0.09482129132591129 0.0
0.33679947188474724 0.0662193034522338 0.0
0.6739325552670677 0.01587722948843787 0.0
0.2186415045600878 0.039744542307818986 0.0
0.09813890127628655 0.012660724384063137 1.0
0.6943552356940894 0.05440414997529323 0.0
0.6653375017497423 0.0649062028663327 0.0
0.41128984659222834 0.026894356772010748 0.0
0.49163808110129337 0.030070626734423192 0.0
0.9831733354283643 0.04965256278967341 0.0
0.9923895811080703 0.00826503797734871 0.0
0.4501105268063962 0.05256799401159828 0.0
0.2094728265693596 0.06887232359958577 0.0
0.03395417543853618 0.06911870376594312 1.0
0.11912344037931698 0.011879951352330305 0.0
0.4749806717618589 0.09945431229860785 0.0
0.962717246046667 0.08261486101217967 0.0
0.1841913266722902 0.08267788382954314 0.0
0.6626922872769139 0.04827886437446176 0.0
0.9483852042597161 0.03021226701278203 0.0
0.5636798188910642 0.03647541495180658 0.0
0.12537268434966775 0.006944768288433154 1.0
0.15088282660693275 0.010077428789252949 0.0
0.03263421616420992 0.031354296095075354 1.0
0.7212950909082878 0.06265077791181195 0.0
0.6814183323199543 0.024503153691432064 0.0
0.9555293407703522 0.08933513809688826 0.0
0.7261130194818689 0.05003300996056153 0.0
0.0019366575012681462 0.06771484252151613 0.0
0.4598331070714234 0.007964467903298538 0.0
0.17747066860692795 0.06739932154427002 0.0
0.7529971710885666 0.013222356986096926 0.0
0.2389863487379199 0.0862617390879269 0.0
0.13136369981526064 0.0418405666651882 0.0
0.366948290991831 0.09632323997130642 0.0
0.38915282547899244 0.07530516846381789 0.0
0.20287236933193642 0.023191681036374708 0.0
0.08548024445149971 0.01348892427158817 1.0
0.13384918839008586 0.0830647001361003 0.0
0.1534847075574518 0.08610863670535612 0.0
0.4470287348100178 0.09478540022636245 0.0
0.010295535224429608 0.004708581812658516 1.0
0.9837933379996826 0.030807420286304153 0.0
0.3216372751443507 0.06149696894741639 1.0
0.8500003442900091 0.04190069373970151 0.0
0.6921227104301104 0.06708545274351164 0.0
0.47212453596812687 0.007722872679948994 0.0
0.642930639466367 0.010746006233300295 0.0
0.7183583589014796 0.08694620024808329 0.0
0.8740365276905389 0.039094301611695796 0.0
0.411584380393469 0.011859625595429463 1.0
0.39250945531410897 0.05147815330675798 0.0
0.5666256630663958 0.06616787512497649 0.0
0.11645323173024469 0.050755537181135214 0.0
0.636435669533433 0.04042333699039074 0.0
0.8177479220877166 0.05729016253584056 0.0
0.7239712206782732 0.0895119644615953 0.0
0.5153807574486918 0.09204819620690839 0.0
0.16904067830317338 0.009915574713007613 1.0
0.7162711551741326 0.016343276514676267 0.0
0.6958395444971694 0.09159485028957254 0.0
0.6812133622797356 0.026024545138575512 0.0
0.09732356062706449 0.09571373689710994 0.0
0.7874192288702647 0.05440498931439632 0.0
0.6869178781011315 0.09234491827192384 0.0
0.7699982868217642 0.03053624515835556 0.0
0.2820252227469213 0.078255694813292 0.0
0.014627525201454605 0.03916478554859774 0.0
0.7322641539423485 0.08616108670461625 0.0
0.9392256710871663 0.04254465233539028 0.0
0.5831918664085396 0.02271440550520597 0.0
0.5237602715838436 0.03985149522137178 0.0
0.32271257388849617 0.06868415203953722 0.0
0.34104097284471946 0.03696459683650422 0.0
0.881089588393161 0.05822736250560541 0.0
0.983565690938424 0.042013537892326536 0.0
0.8997511548805514 0.00888571448248806 0.0
0.4055189831526503 0.055848722262792125 0.0
0.47306275543732085 0.011539165286154878 0.0
0.5482616252801431 6.0052975262337604e-05 1.0
0.7048322261461025 0.06649427992337342 0.0
0.566112938738882 0.027816744910158085 0.0
0.1673858844117846 0.09706908637183441 0.0
0.8897954527028205 0.05280595305357884 0.0
0.7856534211583974 0.07022861788194133 0.0
0.8275936954128859 0.06294281675261956 0.0
0.6223207400301115 0.0024328916644725316 0.0
0.4967082383507785 0.0874719193713795 0.0
0.8733642224103454 0.0649402648847712 0.0
0.9797592011867485 0.027259892073740487 0.0
0.9862122810621977 0.05539603846406786 0.0
0.6231544618518203 0.09812343245320779 0.0
0.841419889890904 0.0213065252395165 0.0
0.017678846607123155 0.014733605977593546 0.0
0.49021109129197266 0.09876975370582122 0.0
0.12558795304573334 0.08970958487838178 0.0
0.8431462881023895 0.020186738284820004 0.0
0.999351944660998 0.06776102114797673 0.0
0.3733398036125085 0.08623653813967835 0.0
0.9163585528898461 0.049192063330659425 0.0
0.6892196202103036 0.059044448451324276 0.0
0.36139821976825626 0.024826342078537154 0.0
0.4536498213545117 0.07723807961566391 0.0
0.8494906137393318 0.06375046518278434 0.0
0.3945278871366177 0.09713708215234129 0.0
0.8043728023855399 0.029368511930168845 0.0
0.6339623890242032 0.008286952107495157 0.0
0.9128962070078446 0.012505826970447638 0.0
0.4911847560849498 0.056562960128654305 0.0
0.999112648723673 0.019254225684889433 0.0
0.2622777750695421 0.009863471938495735 0.0
0.17837039381316655 0.024400118314583462 1.0
0.9447791707465427 0.033963034645777275 0.0
0.07317560996987649 0.06963966852831321 0.0
0.37404753202752017 0.038583566421383525 0.0
0.3760417489379586 0.09074000767230415 0.0
0.40562299100475846 0.09870484897855736 0.0
0.596114192046394 0.03482510036955877 0.0
0.6671554955795929 0.04081387205543463 0.0
0.06187210286519784 0.04848202433703777 0.0
0.6155934545084859 0.09218508956381737 0.0
0.679344467071206 0.059803579156019374 0.0
0.03978315247459452 0.03386816645190158 1.0
0.7778892581098075 0.047835645779149914 0.0
0.7320087096227895 0.03790708032250154 0.0
0.2824180309861646 0.07902091899099911 0.0
0.27474183588265366 0.026734442292075094 0.0
0.6482633977692384 0.02299519986114242 0.0
0.6368040612323611 0.03818181054105541 0.0
0.6217537220522988 0.047967393425124454 0.0
0.09592878886118605 0.08177438915382143 0.0
0.5972852549737843 0.043088316635875076 0.0
0.5676617487996141 0.039896345854830845 0.0
0.1337339887513631 0.09875714553711826 0.0
0.9954411725910919 0.04999046312647597 0.0
0.3126573078813496 0.013297271003026322 1.0
0.1695895203520602 0.047075283198718725 0.0
0.7466433574302037 0.01813597778728609 0.0
0.08762056370490812 0.055189707207519575 1.0
0.44605219107634914 0.023679517200311785 0.0
0.6953001370193396 0.022598222040623683 0.0
0.6048059249296086 0.0046259481101357915 0.0
0.5883656220026328 0.03448490788181227 0.0
0.7802460819736111 0.008426693098740846 0.0
0.4048285494832897 0.020322936106115828 1.0
0.805509116375952 0.004904862053394671 0.0
0.9974783176093811 0.03334789161146219 0.0
0.6907733958307132 0.06857628507932094 0.0
0.18866839265893975 0.02916130884074323 0.0
0.16911148712262636 0.056333357295847986 0.0
0.5740347607462911 0.03364842542427289 0.0
0.6896295708281344 0.09738537769909292 0.0
0.8663411155042543 0.0024475399304640937 0.0
0.2725318328926132 0.07004043435592706 0.0
0.8652002400675091 0.010049412926425748 0.0
0.7474126490510099 0.026908550928684234 0.0
0.23000480974270096 0.07043216925642436 0.0
0.8547555192552488 0.03765189908720921 0.0
0.4401159390370126 0.015473348853591515 0.0
0.991414813886128 0.023580273790880037 0.0
0.28295069541639883 0.039954037090735556 0.0
0.60944771961599 0.02033539974185031 0.0
0.22565419556631716 0.060782254261419075 0.0
0.373637709720533 0.01576992265049656 0.0
0.210207907791374 0.07541580063835328 0.0
0.9288727434320891 0.04305643343591389 0.0
0.9827265791766966 0.07683486426082317 0.0
0.19531858328307206 0.037185350523876524 0.0
0.41149847498261344 0.04501898125765752 0.0
0.3777150298789871 0.044538096588313314 0.0
0.426183209361259 0.023556681020773507 0.0
0.49058634935058265 0.09848361131896849 0.0
0.006833352494677314 0.0873690729430139 0.0
0.750479708486449 0.018026840119544772 0.0
0.7607990859784096 0.08477534064383728 0.0
0.717705158705929 0.06645464511174105 1.0
0.2855388926544926 0.06414274641301347 0.0
0.1679429297521854 0.04852418350045235 0.0
0.6422550999203159 0.006598180310040882 0.0
0.18992733288451136 0.07175278498322717 0.0
0.22958259635048894 0.08435728609942522 0.0
0.6081726523803235 0.039606870363545356 0.0
0.4896180362593368 0.016307913623953427 1.0
0.8321390714745628 0.0028844864111332727 0.0
0.16802827956206356 0.03956163777547746 0.0
0.7762649876197522 0.08508016878174506 0.0
0.7714745400191978 0.012165085958760615 0.0
0.35065509391324945 0.0027767926236699453 0.0
0.15810150412518342 0.0672438761118972 1.0
0.658340947865351 0.027592626478004614 0.0
0.967332120310253 0.08210740748131817 0.0
0.3859111850501914 0.00799605411818857 0.0
0.744644361947419 0.06770300314960358 0.0
0.21143957248191472 0.034429597719158544 0.0
0.5080131982919018 0.09956853928339553 0.0
0.4223813981020015 0.09603834408285879 0.0
0.25929330453033483 0.021805206088239725 0.0
0.6983476081719684 0.0851007607193697 0.0
0.752234001667692 0.09832618631491996 0.0
0.7124329521379631 0.06934083551386491 0.0
0.21477494135410158 0.03846969961805037 0.0
0.7476154630533517 0.0452229153433435 0.0
0.6464139407451286 0.09468683571957184 0.0
0.19112235391202748 0.09488194126056125 0.0
0.248633206103264 0.08985211370129251 0.0
0.9972608140132797 0.0916495198811622 0.0
0.7123788281452097 0.08340553437216651 0.0
0.761457872461733 0.003734886077777935 0.0
0.6010385052155439 0.0181931712650027 0.0
0.8241636225811669 0.08445821018366663 0.0
0.39897375069318963 0.09363681274680055 0.0
0.16386648795656467 0.08606447135249753 0.0
0.8854878508597467 0.04050473690757163 0.0
0.9285761187138554 0.08926425854422197 0.0
0.2615587431728541 0.008341294397621577 1.0
0.6454358709734314 0.08521109842780855 0.0
0.3110254584527159 0.05636865871040705 0.0
0.5994714731202794 0.06617241772953941 0.0
0.12142946971328994 0.001851354037724189 1.0
0.3220754048400024 0.004556559056362859 0.0
0.5686611065080824 0.057028363963406395 0.0
0.8297838298194182 0.05985137068155354 0.0
0.9629037982797861 0.08224576958730476 0.0
0.4616848338232954 0.007942022068954994 0.0
0.9354514917249667 0.08977103791050765 0.0
0.2909364494922084 0.0013932008105003366 0.0
0.6889849509142697 0.02487541744480145 0.0
0.2140888351612299 0.005309964974608704 0.0
0.59059947665987 0.01862956135343094 0.0
0.9855596748751372 0.04633084979028837 0.0
0.8266926488152719 0.04541880217007915 0.0
0.07595226938943411 0.006343731473180962 1.0
0.34365747722849993 0.025483529256465045 1.0
0.4276529953844291 0.02945487797245707 0.0
0.09432566937947862 0.040213466490813796 1.0
0.5438029958583963 0.03988293080902899 0.0
0.7686982294347576 0.042680590190249834 0.0
0.5630589262596614 0.0011163077303517216 0.0
0.6291591994674514 0.03768131065131315 0.0
0.8684587312808151 0.027493392388008655 0.0
0.1926508648333406 0.0052572230492447134 1.0
0.09533891151327167 0.0019386764462375119 0.0
0.11755464223757194 0.042255603158218434 0.0
0.978243903668618 0.008433716244680456 0.0
0.8480148858377895 0.03125530385532708 0.0
0.07263809040886626 0.03839713358979234 1.0
0.9893228029024371 0.049341096036133535 0.0
0.3390985572068068 0.01725924190351956 0.0
0.6659969915336686 0.03829083289852157 0.0
0.717538128852732 0.03329921361581102 0.0
0.8637922138708698 0.005698839799056194 0.0
0.43076243164640443 0.002455151437435434 1.0
0.0351187017810336 0.04975417986585422 0.0
0.47127786029070656 0.03260524777176825 0.0
0.47644956816498374 0.019508976234244524 0.0
0.7994145466460503 0.026912374514803876 0.0
0.28373634239826295 0.040585198572240314 0.0
0.7315377564691887 0.047052065546848036 0.0
0.06870592951180077 0.03501916431665296 0.0
0.011703174413294493 0.023149696367830302 1.0
0.5614293354518485 0.0217777385759285 0.0
0.4510418026134751 0.02068786059189159 0.0
0.6416159299213988 0.01881638292222925 0.0
0.1852691619643787 0.019860831630220566 0.0
0.9837461504445342 0.020582234765192275 0.0
0.8294062267806627 0.03913269372194255 0.0
0.40337920121145965 0.026960116513268413 0.0
0.8012415670743623 0.03195428808016996 0.0
0.24041289684166658 0.009626825038299975 1.0
0.6713414824867671 0.02280146063262989 0.0
0.8210551534692001 0.015322489255505799 0.0
0.21020947799145429 0.0399080822714122 0.0
0.3351396456637 0.0373453789556981 1.0
0.757929276942286 0.017392073563213796 0.0
0.2273460717433632 0.03606639993930401 0.0
0.9781877895968525 0.0017356566987690037 1.0
0.029248454255556777 0.03851603497981627 1.0
0.6818414454323533 0.023370820157316324 0.0
0.6477195042591323 0.004369718609486613 0.0
0.46787767031739586 0.04552437396694889 0.0
0.9130141637997714 0.008716665865862804 0.0
0.12441402290545499 0.0247843510325119 0.0
0.6845245993220883 0.025328758467643982 0.0
0.7383506363594556 0.0474906834841562 0.0
0.8626675689673453 0.013716933766997537 0.0
0.004319011886246171 0.010427702096801175 1.0
0.1279941482856214 0.040941982738051434 0.0
0.2331947656028629 0.04610888565600823 0.0
0.5533560742210831 0.03046898820490894 0.0
0.8328518238045524 0.016372509677203176 0.0
0.016111071333454796 0.034410581922231065 0.0
0.811954350885633 0.009010007924110938 0.0
0.16575946012373033 0.010015573679701874 1.0
0.2400132597699892 0.03753019044423693 1.0
0.4397499607952472 0.012145288903873648 0.0
0.00815766038760235 0.0074288082373937464 0.0
0.9696333246120821 0.01312392641585373 0.0
0.06334271759587273 0.04248939182971949 0.0
0.49128801062579897 0.030047746473528616 0.0
0.18978818383332452 0.0499762420403657 1.0
0.1151660083582412 0.034168808651963055 0.0
0.5585133180691567 0.015429688530275876 0.0
0.19642340556321192 0.03627728919819965 1.0
0.389546417762876 0.021029876493708275 1.0
0.08286110291872428 0.01705240890750609 1.0
0.10810040914417396 0.03979963975391427 1.0
0.46819271889882197 0.03632856623819359 0.0
0.585671740746741 0.013880324701704291 1.0
0.09219916580758647 0.01329592250306158 1.0
0.2177855839881232 0.04132690841518723 0.0
0.6653154285463293 0.046712422293807745 0.0
0.47837137962708476 0.016095510694554508 0.0
0.7431761804538897 0.03739800563971276 0.0
0.2287630877410538 0.04106667535614275 0.0
0.48277856046127177 0.02442975466765511 0.0
0.23087896227424287 0.03576042893787767 0.0
0.3422562066088247 0.01893857758394865 0.0
0.6510545929555315 0.013766230889528589 0.0
0.13098741963383542 0.011153421538769923 1.0
0.33841438429430504 0.005596269088483085 0.0
0.13108325958200095 0.002921667553012344 1.0
0.6119239522480656 0.01579551548825999 0.0
0.11485821693928931 0.021119854449612903 0.0
0.6267224954764784 0.039056560325920295 0.0
0.42333617800224466 0.040667827143474604 0.0
0.10361748470100907 0.028000960273804294 0.0
0.7321975740779065 0.021240058633303603 0.0
0.8265017834546855 0.016719314310340586 0.0
0.9397521572302407 0.039388671094841295 0.0
0.2024096879872499 0.019206091518466622 1.0
0.4834074620846282 0.029943072554224456 0.0
0.1685327827951696 0.038227467918900124 1.0
0.8924952389500989 0.00677961096820836 0.0
0.9066996412584778 0.016988822669013363 0.0
0.35223582766464223 0.027832410476554305 1.0
0.449929757335657 0.016584883343953718 0.0
0.39633569778459377 0.027476570837441528 1.0
0.46725297124595366 0.014545701448713366 0.0
0.018725874158029954 0.01781890143227264 0.0
0.29105832688258526 0.0018502143250817566 1.0
0.8328552226942056 0.040536880265185544 0.0
0.5319902705471449 0.028516124318005955 0.0
0.5101292288923999 0.021111290903260655 0.0
0.1728115913367938 0.011075948173114115 1.0
0.41032997533104487 0.012726987984362854 1.0
0.7151959493700969 0.010174794486751047 0.0
0.5641060084654589 0.0239896090032709 1.0
0.7636804369143305 0.04948275862517037 0.0
0.5720537301007379 0.031085543637843847 0.0
0.8188702068234341 0.002144632637869449 0.0
0.26411965628355893 0.013590055044459204 0.0
0.5536587544249921 0.03809543485745828 0.0
0.7176155655056002 0.02705220649313734 0.0
0.22531366275445608 0.04636216896603636 0.0
0.12491801800331791 0.02240361750886102 1.0
0.9114321776101021 0.01942381465655074 0.0
0.6466730661519934 0.006182035219354201 0.0
0.2185067069844375 0.048264691739691154 0.0
0.817510875942176 0.02712307796293852 0.0
0.7548012458726177 0.0019820474751699483 0.0
0.9447829684527451 0.04250058125736759 0.0
0.212822122879314 0.03022722539661149 0.0
0.06425888465990637 0.00275124873104165 0.0
